crn,course,students_count,average_gpa,year,semester,professor
32042,697,196,3.85,2020,Spring,"Chen, R;Su, X;Zhang, C"
68621,698,170,3.18,2020,Spring,"Guironnet, D;Miller, S"
39058,699,416,2.07,2020,Spring,"Leckband, D;Meyer, D"
59699,700,214,3.66,2020,Spring,"Barnhouse, V;Harley, B;Sarver, C"
45094,701,111,2.08,2020,Spring,
68619,702,191,2.18,2020,Spring,"Simpson, P"
32130,703,170,3.96,2020,Spring,"Dinesh Kumar, -;Schroeder, C"
32132,704,85,3.48,2020,Spring,"Chan, M;Shukla, D"
32047,705,312,2.45,2020,Spring,"Kenis, P"
10501,706,398,3.29,2020,Spring,
59958,707,128,2.52,2020,Spring,"McCarren, E"
59948,707,423,3.98,2020,Spring,"Raszewski, R"
59949,707,212,2.44,2020,Spring,"Jain, R"
59951,707,126,2.06,2020,Spring,"Hopkins, N"
59953,707,413,3.41,2020,Spring,"Patel, A"
59954,707,246,3.04,2020,Spring,"Moore, J"
59955,707,364,2.76,2020,Spring,"Cruz, D"
59957,707,415,3.6,2020,Spring,"Liszka, N"
47915,708,76,2.32,2020,Spring,"Marville, K"
46568,708,206,2.58,2020,Spring,"Gunasekera, M"
32179,708,30,2.58,2020,Spring,"Marville, K"
32172,708,287,2.69,2020,Spring,"Leveritt, J"
44403,708,331,3.57,2020,Spring,"Leveritt, J;McCarren, E;Ylo, I"
32134,708,241,2.1,2020,Spring,"Kelly, K;Leveritt, J"
32143,708,434,3.55,2020,Spring,"Leveritt, J;Wo, A"
32146,708,406,2.2,2020,Spring,"Leveritt, J;Wo, A"
32149,708,470,3.26,2020,Spring,"Leveritt, J;Wo, A"
32151,708,81,3.29,2020,Spring,"Kelly, K;Leveritt, J"
32153,708,97,3.3,2020,Spring,"Kelly, K;Leveritt, J"
32157,708,135,3.77,2020,Spring,"Heidari, H;Leveritt, J"
32159,708,335,2.69,2020,Spring,"Heidari, H;Leveritt, J"
32162,708,406,2.84,2020,Spring,"Heidari, H;Leveritt, J"
32165,708,195,3.07,2020,Spring,"Leveritt, J;Ylo, I"
32169,708,192,2.8,2020,Spring,"Leveritt, J;Moore, J"
32176,708,486,3.4,2020,Spring,"Leveritt, J;McCarren, E;Moore, J"
68022,708,336,3.76,2020,Spring,"Leveritt, J;McCarren, E;Tibble, B"
46571,708,264,2.7,2020,Spring,"Fahey, J;Gunasekera, M"
46572,708,60,2.18,2020,Spring,"Gunasekera, M;Rozsypal, J"
46573,708,57,3.59,2020,Spring,"Gunasekera, M;Rozsypal, J"
32182,708,92,2.7,2020,Spring,"Gunasekera, M;Tiao, J"
32183,708,182,3.87,2020,Spring,"Gunasekera, M;Tiao, J"
32186,708,244,2.52,2020,Spring,"Gunasekera, M;Huang, J"
32188,708,485,3.95,2020,Spring,"Gunasekera, M;Huang, J"
32198,708,242,3.3,2020,Spring,"Gunasekera, M;Huang, J"
32201,708,447,2.29,2020,Spring,"Fahey, J;Gunasekera, M"
47927,708,464,2.22,2020,Spring,"Gunasekera, M;Iyer, M;McCarren, E"
49037,708,408,3.89,2020,Spring,"Al-Qawasmi, M;Gunasekera, M;McCarren, E"
64044,708,225,2.96,2020,Spring,"Abbed, H;Gunasekera, M;McCarren, E"
46580,708,383,2.66,2020,Spring,"Gunasekera, M;Kolyvas, P;McCarren, E"
69497,708,105,2.62,2020,Spring,"Gunasekera, M;McCarren, E;Youssef, S"
47916,708,178,2.15,2020,Spring,"Marville, K;Ziolkowski, L"
47917,708,341,3.09,2020,Spring,"Banik, M;Marville, K"
47918,708,334,3.84,2020,Spring,"Banik, M;Marville, K"
47919,708,207,3.87,2020,Spring,"Banik, M;Marville, K"
47920,708,487,2.2,2020,Spring,"Marville, K;Sanders, Z"
47921,708,400,3.45,2020,Spring,"Marville, K;Sanders, Z"
47922,708,322,3.94,2020,Spring,"Marville, K;Ziolkowski, L"
47923,708,160,3.75,2020,Spring,"Hernandez Reyes, A;Marville, K"
47924,708,183,2.73,2020,Spring,"Hernandez Reyes, A;Marville, K"
47925,708,203,3.46,2020,Spring,"Das, P;Marville, K"
47926,708,234,2.74,2020,Spring,"Das, P;Marville, K"
49212,708,483,3.63,2020,Spring,"Das, P;Marville, K"
46570,708,474,3.1,2020,Spring,"Marville, K;Roberts, J"
46576,708,55,3.11,2020,Spring,"Manrique, M;Marville, K"
46577,708,111,2.99,2020,Spring,"Marville, K;Roberts, J"
46578,708,290,3.24,2020,Spring,"Battiste, A;Marville, K"
46579,708,116,3.41,2020,Spring,"Battiste, A;Marville, K"
46581,708,113,3.04,2020,Spring,"Marville, K;Roberts, J"
68533,709,137,3.44,2020,Spring,"Hummel, T"
32343,709,365,3.02,2020,Spring,"Hummel, T;Thakkar, J"
32344,709,207,3.77,2020,Spring,"Delaporte, E;Hummel, T"
32345,709,255,2.02,2020,Spring,"Hummel, T;Thakkar, J"
32346,709,386,2.7,2020,Spring,"Boedicker, L;Hummel, T"
32347,709,456,3.28,2020,Spring,"Hummel, T;Murad, P"
32348,709,33,3.44,2020,Spring,"Delaporte, E;Hummel, T"
65645,709,468,3.62,2020,Spring,"Hummel, T;Yazdani, A"
32355,709,498,3.15,2020,Spring,"Hummel, T;Joshi, S"
32356,709,37,2.89,2020,Spring,"Furukawa, M;Hummel, T"
32357,709,391,3.77,2020,Spring,"Hummel, T;Yazdani, A"
32358,709,116,3.9,2020,Spring,"Hummel, T;Murad, P"
32359,709,365,2.08,2020,Spring,"Delaporte, E;Hummel, T"
32360,709,387,3.85,2020,Spring,"Hummel, T;Tamilselvan, S"
32361,709,38,2.67,2020,Spring,"Delaporte, E;Hummel, T"
32362,709,471,3.8,2020,Spring,"Clarke, M;Hummel, T"
65647,709,209,2.75,2020,Spring,"Clarke, M;Hummel, T"
65648,709,159,2.89,2020,Spring,"Hummel, T;Yu, Y"
65649,709,308,3.83,2020,Spring,"Delaporte, E;Hummel, T"
65650,709,150,2.09,2020,Spring,"Hummel, T;Joshi, S"
32363,709,422,2.73,2020,Spring,"Boedicker, L;Hummel, T"
65651,709,374,3.98,2020,Spring,"Hummel, T;Joshi, S"
32365,709,246,2.19,2020,Spring,"Boedicker, L;Hummel, T"
65652,709,223,3.17,2020,Spring,"Hummel, T;Yu, Y"
32370,709,423,3.72,2020,Spring,"Hummel, T;Yazdani, A"
32369,709,383,2.39,2020,Spring,"Hummel, T;Yazdani, A"
65653,709,178,3.16,2020,Spring,"Delaporte, E;Hummel, T"
32371,709,129,3.96,2020,Spring,"Boedicker, L;Hummel, T"
35065,709,76,3.82,2020,Spring,"Furukawa, M;Hummel, T"
39101,709,207,3.58,2020,Spring,"Boedicker, L;Hummel, T"
39114,709,237,2.24,2020,Spring,"Delaporte, E;Hummel, T"
44405,709,196,3.85,2020,Spring,"Hummel, T;Yu, Y"
44406,709,373,2.76,2020,Spring,"Clarke, M;Hummel, T"
44417,709,264,2.66,2020,Spring,"Hummel, T;Yu, Y"
44420,709,328,2.44,2020,Spring,"Hummel, T;Yu, Y"
32352,709,138,3.88,2020,Spring,"Hummel, T;Yazdani, A"
32367,709,364,2.94,2020,Spring,"Delaporte, E;Hummel, T"
32261,710,329,2.85,2020,Spring,"Andino Martinez, J"
32309,710,382,2.94,2020,Spring,"Andino Martinez, J"
32231,710,494,3,2020,Spring,"Ray, C"
32305,710,226,3.16,2020,Spring,"Ray, C"
32220,710,368,2.79,2020,Spring,"Martin, A;Ray, C"
32222,710,49,3.43,2020,Spring,"Ray, C;Rossi, M"
32224,710,152,2.61,2020,Spring,"Ray, C;Ryffel, D"
32226,710,155,3.46,2020,Spring,"Asthana, A;Ray, C"
56578,710,189,3.18,2020,Spring,"Asthana, A;Ray, C"
56579,710,238,3.27,2020,Spring,"Ray, C;Rossi, M"
56581,710,251,2.7,2020,Spring,"Ray, C;Ryffel, D"
56582,710,152,3.79,2020,Spring,"Ray, C;Ryffel, D"
56583,710,224,3.24,2020,Spring,"Melari, A;Ray, C"
56584,710,323,2.2,2020,Spring,"Melari, A;Ray, C"
56585,710,317,3.72,2020,Spring,"Ray, C;Rossi, M"
32241,710,389,3.23,2020,Spring,"Bajaj, S;McCarren, E;Ray, C"
32256,710,270,2.69,2020,Spring,"Hawari, L;McCarren, E;Ray, C"
32243,710,397,2.02,2020,Spring,"Andino Martinez, J;Ong, C"
32245,710,485,3.55,2020,Spring,"Andino Martinez, J;Vandyke, B"
32251,710,426,3.82,2020,Spring,"Andino Martinez, J;Belvedere, S"
32252,710,407,3.14,2020,Spring,"Andino Martinez, J;Vandyke, B"
32254,710,331,3.15,2020,Spring,"Andino Martinez, J;Vandyke, B"
39107,710,421,2.73,2020,Spring,"Andino Martinez, J;Vandyke, B"
39108,710,305,3.71,2020,Spring,"Andino Martinez, J;Belvedere, S"
43149,710,196,2.38,2020,Spring,"Andino Martinez, J;Belvedere, S"
57568,710,135,3.67,2020,Spring,"Andino Martinez, J;McCarren, E;Rea, M"
57569,710,285,3.31,2020,Spring,"Andino Martinez, J;Bhole, S;McCarren, E"
32303,710,71,2.96,2020,Spring,"Ray, C;Zhao, H"
32306,710,493,3.62,2020,Spring,"Ray, C;Zhao, H"
32307,710,378,2.83,2020,Spring,"Lastowski, R;Ray, C"
32310,710,248,3.91,2020,Spring,"Lastowski, R;Ray, C"
32311,710,494,2.91,2020,Spring,"Melari, A;Ray, C"
32313,710,474,2.11,2020,Spring,"Melari, A;Ray, C"
32314,710,137,3.18,2020,Spring,"Ray, C;Zhao, H"
32316,710,87,3.2,2020,Spring,"Lastowski, R;Ray, C"
32318,710,97,3.97,2020,Spring,"Asthana, A;Ray, C"
32320,710,376,2.41,2020,Spring,"Ray, C;Zhao, H"
32321,710,272,2.89,2020,Spring,"Lastowski, R;Ray, C"
57570,710,226,2.57,2020,Spring,"McCarren, E;Mitchell, N;Ray, C"
57573,710,461,2.73,2020,Spring,"Komnick, K;McCarren, E;Ray, C"
32326,710,75,2.68,2020,Spring,"Andino Martinez, J;Barrett-Ness, D"
44422,710,395,2.1,2020,Spring,"Andino Martinez, J;Barrett-Ness, D"
51039,710,170,3.19,2020,Spring,"Andino Martinez, J;Ong, C"
39109,710,280,3.91,2020,Spring,"Andino Martinez, J;Hodorowicz, W"
39110,710,290,3.38,2020,Spring,"Andino Martinez, J;Ong, C"
49039,710,404,2.71,2020,Spring,"Andino Martinez, J;Barrett-Ness, D"
56575,710,301,3.19,2020,Spring,"Andino Martinez, J;Hodorowicz, W"
56576,710,414,2.9,2020,Spring,"Andino Martinez, J;Hodorowicz, W"
57572,710,478,2.63,2020,Spring,"Andino Martinez, J;McCarren, E;Shankar, D"
57571,710,281,2.77,2020,Spring,"Andino Martinez, J;Haran, A;McCarren, E"
68534,711,486,3.66,2020,Spring,"Gunasekera, M"
32372,711,181,3.86,2020,Spring,"Gunasekera, M;Lin, O"
32373,711,220,2.92,2020,Spring,"Gunasekera, M;Kannan, A"
32375,711,21,3.34,2020,Spring,"Gunasekera, M;Song, T"
32377,711,163,2.8,2020,Spring,"Delaporte, E;Gunasekera, M"
32378,711,50,3.74,2020,Spring,"Gunasekera, M;Schmit, C"
32379,711,310,3.51,2020,Spring,"Gunasekera, M;Patel, P"
32383,711,451,2.06,2020,Spring,"Gunasekera, M;Lin, O"
32384,711,37,2.51,2020,Spring,"Gunasekera, M;Shim, E"
32385,711,299,3.57,2020,Spring,"Delaporte, E;Gunasekera, M"
32386,711,341,3.85,2020,Spring,"Gunasekera, M;Schmit, C"
32387,711,321,3.53,2020,Spring,"Gunasekera, M;Song, T"
32388,711,180,2.13,2020,Spring,"Gunasekera, M;Patel, P"
32389,711,450,2.37,2020,Spring,"Chiavini, B;Gunasekera, M"
32390,711,131,2.49,2020,Spring,"Gunasekera, M;Patel, P"
32391,711,242,2.99,2020,Spring,"Gunasekera, M;Schmit, C"
32392,711,393,2.36,2020,Spring,"Delaporte, E;Gunasekera, M"
32393,711,304,3.28,2020,Spring,"Gunasekera, M;Schmit, C"
32394,711,180,2.48,2020,Spring,"Gunasekera, M;Kannan, A"
32396,711,163,3.11,2020,Spring,"Delaporte, E;Gunasekera, M"
32397,711,484,2.59,2020,Spring,"Gunasekera, M;Song, T"
32417,711,116,3.86,2020,Spring,"Chiavini, B;Gunasekera, M"
32419,711,430,2.65,2020,Spring,"Gunasekera, M;Schmit, C"
32428,711,152,3.02,2020,Spring,"Gunasekera, M;Lin, O"
32430,711,268,2.18,2020,Spring,"Gunasekera, M;Shim, E"
32432,711,100,3.13,2020,Spring,"Gunasekera, M;Kannan, A"
32439,711,288,3.4,2020,Spring,"Delaporte, E;Gunasekera, M"
32440,711,100,3.13,2020,Spring,"Chiavini, B;Gunasekera, M"
32441,711,342,2.89,2020,Spring,"Gunasekera, M;Kannan, A"
32442,711,421,3.88,2020,Spring,"Chiavini, B;Gunasekera, M"
32443,711,250,3.94,2020,Spring,"Gunasekera, M;Patel, P"
39117,711,329,3.35,2020,Spring,"Gunasekera, M;Lin, O"
39118,711,318,3.64,2020,Spring,"Delaporte, E;Gunasekera, M"
43152,711,66,3.51,2020,Spring,"Gunasekera, M;Lin, O"
43154,711,255,2.9,2020,Spring,"Gunasekera, M;Kannan, A"
43156,711,22,2.64,2020,Spring,"Gunasekera, M;Song, T"
43157,711,267,3.6,2020,Spring,"Gunasekera, M;Shim, E"
39201,712,375,3.83,2020,Spring,"Leveritt, J;Ray, C"
53498,713,463,2.51,2020,Spring,
32457,714,261,2.63,2020,Spring,"Decoste, D"
32448,714,262,3.6,2020,Spring,"Decoste, D;Kwan, S"
32449,714,44,2.61,2020,Spring,"Bouley, B;Decoste, D"
32451,714,490,3.7,2020,Spring,"Bouley, B;Decoste, D"
32452,714,383,3.48,2020,Spring,"Decoste, D;Song, R"
32455,714,98,3.67,2020,Spring,"Decoste, D;Song, R"
39113,714,91,3.81,2020,Spring,"Bouley, B;Decoste, D"
46635,714,59,2.42,2020,Spring,"Decoste, D;Kwan, S"
62532,714,375,3.3,2020,Spring,"Auby, H;Decoste, D;McCarren, E"
32545,715,180,3.35,2020,Spring,"Huang, T"
32549,715,348,3.48,2020,Spring,"Huang, T"
32544,715,239,2.26,2020,Spring,"Huang, T;Sun, B"
32550,715,291,2.92,2020,Spring,"Huang, T;Motyka, P"
32551,715,26,2.74,2020,Spring,"Guillet, L;Huang, T"
39125,715,223,3.66,2020,Spring,"Huang, T;Pace, A"
54353,715,249,2.67,2020,Spring,"Huang, T;Tian, Z"
54354,715,297,2.79,2020,Spring,"Huang, T;Sharma, R"
32542,715,212,3.69,2020,Spring,"Hoxha, M;Huang, T"
32543,715,169,3.69,2020,Spring,"Huang, T;Patel, K"
39183,716,145,2.63,2020,Spring,"Kell, D"
63826,716,20,2.86,2020,Spring,"Axelson, J"
53070,716,301,2.99,2020,Spring,"Axelson, J"
55787,716,411,3.53,2020,Spring,"Kell, D"
32573,717,157,3.72,2020,Spring,"Kell, D"
32576,717,202,3.76,2020,Spring,"Kell, D"
32580,717,357,2.75,2020,Spring,"Kell, D;Laporte, A"
32583,717,142,3.04,2020,Spring,"Boyd, R;Kell, D"
32587,717,463,3.76,2020,Spring,"Cain, B;Kell, D"
32592,717,226,3.69,2020,Spring,"Kell, D;Marin-Toledo, J"
32595,717,402,3.06,2020,Spring,"Kell, D;Lee, S"
32597,717,145,2.32,2020,Spring,"Kell, D;Rosado-Rosa, J"
47658,717,176,2.05,2020,Spring,"Kell, D;Szczepankiewicz, D"
44520,717,193,3.31,2020,Spring,"Kell, D;Kwong, A"
62107,717,134,3.59,2020,Spring,"Kell, D;Mulligan, M"
62108,717,193,3.09,2020,Spring,"Dixon, C;Kell, D"
62109,717,43,2.75,2020,Spring,"Kell, D;Terpstra, K"
62110,717,489,2.69,2020,Spring,"Kell, D;Lee, S"
62111,717,160,3.64,2020,Spring,"Kell, D;Laporte, A"
62112,717,339,2.26,2020,Spring,"Boyd, R;Kell, D"
62113,717,310,2.26,2020,Spring,"Dixon, C;Kell, D"
62114,717,447,3.84,2020,Spring,"Kell, D;Marin-Toledo, J"
62115,717,189,3.41,2020,Spring,"Kell, D;Richter, C"
62116,717,223,3.26,2020,Spring,"Kell, D;Rosado-Rosa, J"
62117,717,253,2.12,2020,Spring,"Kell, D;Szczepankiewicz, D"
62118,717,461,3.22,2020,Spring,"Kell, D;Kwong, A"
62119,717,354,2.4,2020,Spring,"Kell, D;Mulligan, M"
62120,717,283,2.92,2020,Spring,"Cain, B;Kell, D"
62121,717,224,2.56,2020,Spring,"Kell, D;Terpstra, K"
32600,718,476,2.73,2020,Spring,"Anorma, C;Chan, J"
32612,719,465,2.88,2020,Spring,"Hergenrother, P"
32618,719,113,3.26,2020,Spring,"Fontaine, D;Hergenrother, P;Sawyer, A"
32622,719,122,2.55,2020,Spring,"Fontaine, D;Hergenrother, P;Swartchick, C"
32616,719,108,2.41,2020,Spring,"Hergenrother, P;Sawyer, A;Swartchick, C"
53499,720,279,3.37,2020,Spring,
69704,720,219,3.42,2020,Spring,"Nair, S"
32624,721,117,3.59,2020,Spring,"Griffin, P;Lakner, D;Olshansky, L"
32638,722,404,3.39,2020,Spring,"Gewirth, A"
32634,722,52,3.98,2020,Spring,"Fatima, S;Gewirth, A;Mingione, J"
32635,722,379,2.65,2020,Spring,"Gewirth, A;Tapia Hernandez, R;Wang, J"
53505,722,488,3.28,2020,Spring,"Gewirth, A;Hua, Q;Tapia Hernandez, R"
54351,722,259,3.26,2020,Spring,"Gewirth, A;Hua, Q;Kalutantirige, F"
59603,722,433,3.63,2020,Spring,"Gewirth, A;Kincanon, M;Zhao, Y"
59604,722,436,2.02,2020,Spring,"Gewirth, A;Kincanon, M;Zhao, Y"
32628,723,70,3.14,2020,Spring,"Fout, A"
32626,723,84,2.95,2020,Spring,"Bruske, E;DeLucia, A;Fout, A"
32630,723,454,2.71,2020,Spring,"Bender, N;DeLucia, A;Fout, A"
45258,723,198,3.19,2020,Spring,"Bender, N;Bruske, E;Fout, A"
60621,724,192,2.75,2020,Spring,"Koerner, M"
60622,724,34,3.34,2020,Spring,"Koerner, M"
52261,724,77,3.6,2020,Spring,"Moore, J;Zavala, J"
63781,724,422,2.81,2020,Spring,"Frerk, A;Koerner, M"
63782,724,276,2.55,2020,Spring,"Koerner, M;Zhou, Y"
63784,724,81,3.92,2020,Spring,"Hooper, A;Koerner, M"
64047,724,225,2.03,2020,Spring,"Koerner, M;Paterson, M"
63785,724,207,2.29,2020,Spring,"Frerk, A;Koerner, M"
63786,724,108,2.95,2020,Spring,"Koerner, M;Zhou, Y"
63787,724,196,3.47,2020,Spring,"Hooper, A;Koerner, M"
64048,724,218,3.23,2020,Spring,"Koerner, M;Paterson, M"
59243,725,420,3.87,2020,Spring,"Chakrabarti, S;Greenlee, A;Holm, A;Medina Nales, K;Mirica, L;Stawiasz, K"
53500,726,160,2.6,2020,Spring,
32639,727,340,2.83,2020,Spring,"Han, H;Tetrick, M;Wang, W;Xu, Z"
32672,728,398,3.28,2020,Spring,"Alzate Sanchez, D;Burke, M;Hernandez, S;King, S;Nesic, M"
32673,729,467,3.35,2020,Spring,"Zimmerman, S"
32675,729,251,3.77,2020,Spring,"Bock, M;Lanzendorf, A;Zimmerman, S"
32678,729,82,2.68,2020,Spring,"Menard, T;Olen, C;Zimmerman, S"
32679,730,26,3.79,2020,Spring,"Hirata, S;Qiu, D;Siddiqi, Z"
32681,731,68,3.63,2020,Spring,"Heo, J;Jain, P"
32735,732,482,2.74,2020,Spring,"Beckley, A;Dumett Torres, D;Edappalil Satheesan, A;Gray, D;Oldfield, E"
32733,732,44,3.48,2020,Spring,"Beckley, A;Dumett Torres, D;Edappalil Satheesan, A;Gray, D;Oldfield, E"
32734,732,262,2.26,2020,Spring,"Oldfield, E"
32736,733,489,2.98,2020,Spring,"Beckley, A;Dumett Torres, D;Edappalil Satheesan, A;Gray, D;Oldfield, E"
41589,733,374,2.24,2020,Spring,"Beckley, A;Dumett Torres, D;Edappalil Satheesan, A;Gray, D;Oldfield, E"
32737,733,460,3.38,2020,Spring,"Oldfield, E"
64931,734,170,3.23,2020,Spring,"Daigh, L;Dommaraju, S;Mitchell, D;Rice, A"
32739,735,120,3.46,2020,Spring,"Girolami, G;Gray, D;Weaver, J"
53501,736,208,2.89,2020,Spring,
32746,737,375,3.01,2020,Spring,"Lu, Y"
32747,738,141,2.63,2020,Spring,"Vura-Weis, J;Wright, J"
32749,739,174,3.68,2020,Spring,"Pudar, S;Rodriguez Lopez, J"
32750,740,293,2.07,2020,Spring,"Sweedler, J"
43148,741,337,3.51,2020,Spring,"Denmark, S;Heberer, N"
32752,742,443,2.08,2020,Spring,"Mitchell, D"
32753,743,224,2.03,2020,Spring,"Denmark, S"
45816,744,193,2.35,2020,Spring,"Budaitis, B;White, M"
43147,744,52,2.36,2020,Spring,"Budaitis, B;White, M"
32754,745,96,3.42,2020,Spring,"Hirata, S"
58459,746,482,3.12,2020,Spring,"East, A;Farmer, R;Hergenrother, P"
32760,747,403,3.84,2020,Spring,"Silverman, S"
39853,748,118,2.7,2020,Spring,"Nuzzo, R"
43049,749,220,3.84,2020,Spring,"Bram, S;Murphy, C"
10512,750,74,3.19,2020,Spring,
70698,750,307,2.87,2020,Spring,"Munjanja, L;Simpson, P;van der Donk, W"
63284,750,266,3.24,2020,Spring,"Liu, Y;van der Veen, R"
68677,751,239,2.15,2020,Spring,"Lien, Z;Packard, J"
32765,752,156,3.67,2020,Spring,"Li, Y;Packard, J"
31035,752,98,3.99,2020,Spring,"Maeng, J;Packard, J"
40045,752,96,2.94,2020,Spring,"Guo, J;Packard, J"
53438,752,465,2.4,2020,Spring,"Zhang, X"
68673,753,258,3.16,2020,Spring,"Packard, J;Wang, Y"
31036,754,62,3.69,2020,Spring,"Packard, J;Zeng, H"
31037,754,228,2.82,2020,Spring,"Du, Z;Packard, J"
47290,754,330,4,2020,Spring,"Luan, Q;Packard, J"
31041,755,241,3.12,2020,Spring,"Ma, Q;Packard, J"
31043,755,333,2.97,2020,Spring,"Ling, L;Packard, J"
47111,756,69,3.65,2020,Spring,"Shih, C;Zhang, S"
49332,756,234,2.32,2020,Spring,"Lin, J;Shih, C"
48747,757,182,2.27,2020,Spring,"Shao, D"
48746,757,382,3.69,2020,Spring,"Shao, D"
41727,758,110,2.86,2020,Spring,"Chen, C;Shih, C"
31052,758,371,2.25,2020,Spring,"Chen, C;Shih, C"
10517,759,103,3.03,2020,Spring,
31075,760,430,3.65,2020,Spring,"Jones, A"
31089,761,87,3.32,2020,Spring,"Khamzina, M"
31079,761,299,3.44,2020,Spring,"Yarnot, R"
63867,761,214,3.48,2020,Spring,"Adamson, B;Kaplan, J"
57044,762,399,3.74,2020,Spring,"Cosat, C;Heintz, H"
31113,763,349,3.69,2020,Spring,"Gobin, R"
64927,764,140,3.34,2020,Spring,"Klonoff-Cohen, H"
65902,765,410,2.89,2020,Spring,"Ramirez Olarte, A"
57810,765,473,3.28,2020,Spring,"Rinaldi-Miles, A"
31167,765,298,3.43,2020,Spring,"Rinaldi-Miles, A"
31158,765,88,3.36,2020,Spring,"Oke, A"
48218,766,315,3.28,2020,Spring,"Pellum, D"
31098,767,267,3.69,2020,Spring,"Wenckus, J"
57812,767,93,3.73,2020,Spring,"Kersh, R"
65894,767,248,3.82,2020,Spring,"Kersh, R"
31097,767,291,3.83,2020,Spring,"Santens, R"
55839,768,48,3.35,2020,Spring,"Melesse, B"
31249,768,150,3.55,2020,Spring,"Cotoc, C"
70242,769,424,3.7,2020,Spring,"Mamaril, C"
31261,769,152,3.87,2020,Spring,"Klonoff-Cohen, H"
31256,769,415,3.66,2020,Spring,"Becherer, L"
65870,770,280,3.23,2020,Spring,"Darfour-Oduro, S"
31263,770,182,3.43,2020,Spring,"Darfour-Oduro, S"
31156,771,29,3.31,2020,Spring,"Adamson, B"
69537,771,229,3.51,2020,Spring,"DiFilippo, K"
64479,772,311,3.18,2020,Spring,"Rice, L"
70486,772,129,3.26,2020,Spring,"Jan, Y"
70487,772,163,3.61,2020,Spring,"Jan, Y"
64478,772,397,3.7,2020,Spring,"Rice, L"
31529,773,49,3.3,2020,Spring,"Lee, D"
31531,773,184,2.87,2020,Spring,"Lee, D"
31524,773,43,2.01,2020,Spring,"Lee, D"
31527,773,474,2.5,2020,Spring,"Lee, D"
31533,773,426,3.24,2020,Spring,"Lee, D"
31536,773,458,2.66,2020,Spring,"Lee, D"
54665,774,299,3.74,2020,Spring,"Adamson, B"
10521,775,72,3.48,2020,Spring,
10523,775,285,3.05,2020,Spring,
10574,775,190,2.35,2020,Spring,
41881,775,99,2.77,2020,Spring,"Noonan, J"
31274,776,397,3.83,2020,Spring,"Bensken, J;Schwingel, A"
31276,776,355,3.95,2020,Spring,"Schwingel, A"
31278,777,181,3.72,2020,Spring,"Kaplan, J"
57254,778,175,3.27,2020,Spring,"Schwingel, A"
57255,778,461,3.3,2020,Spring,"Schwingel, A"
31281,779,204,3.28,2020,Spring,"Kang, H"
31284,779,317,3.32,2020,Spring,"Kang, H"
61654,780,338,3.56,2020,Spring,"Routon, J"
61656,780,179,3.35,2020,Spring,"Routon, J"
61591,780,460,3.94,2020,Spring,"Routon, J"
61592,780,39,3.46,2020,Spring,"Routon, J"
70050,781,404,3.84,2020,Spring,"Gothe, N"
70051,781,115,3.27,2020,Spring,"Gothe, N"
70048,781,199,3.46,2020,Spring,"Gothe, N"
70049,781,450,3.68,2020,Spring,"Gothe, N"
31287,782,319,3.97,2020,Spring,"Mamaril, C"
31292,783,443,3.84,2020,Spring,"Hale, T"
31293,783,345,2.7,2020,Spring,"Hale, T"
31294,784,277,3.43,2020,Spring,"Becherer, L;Kolb, M;Sullivan, L"
54615,785,53,2.52,2020,Spring,"Quick, B"
54616,785,415,2.53,2020,Spring,"Quick, B"
52902,785,247,3.37,2020,Spring,"Quick, B"
52903,785,126,3.93,2020,Spring,"Quick, B"
53527,786,313,3.81,2020,Spring,"Adamson, B"
53526,786,369,2.6,2020,Spring,"Farner, S"
57045,786,302,3.93,2020,Spring,"Farner, S"
54047,786,319,3.96,2020,Spring,"Farner, S"
60867,786,363,3.12,2020,Spring,"Farner, S"
54048,786,36,2.08,2020,Spring,"Adamson, B"
31269,787,26,3.65,2020,Spring,"Adamson, B"
63729,788,47,2.3,2020,Spring,"Lara-Cinisomo, S"
63730,788,189,3.45,2020,Spring,"Lara-Cinisomo, S"
70087,789,485,3.47,2020,Spring,"Lara-Cinisomo, S"
70089,790,111,2.86,2020,Spring,"Jan, Y"
70090,791,387,3.57,2020,Spring,"Singleton, C"
70091,791,75,3,2020,Spring,"Juarez Padilla, J;Singleton, C"
70092,791,450,3.08,2020,Spring,"Juarez Padilla, J;Singleton, C"
57548,792,275,2.52,2020,Spring,"Kaplan, J"
58593,793,403,3.38,2020,Spring,"Mejia, S"
68106,793,364,3.45,2020,Spring,"Mejia, S"
70632,794,181,3.64,2020,Spring,"DelMastro-Jeffery, N;Kaplan, J"
58594,795,45,3.52,2020,Spring,"Kaplan, J"
31307,796,296,3.7,2020,Spring,"Helle, S"
40547,796,388,3,2020,Spring,"Graber, K"
31308,796,241,3.19,2020,Spring,"Jakobsson, E"
69379,797,320,3.37,2020,Spring,"McCarthey, S"
70152,798,434,2.64,2020,Spring,"Paquette, L"
46145,799,334,3.74,2020,Spring,"Poetzel, A"
46092,799,369,3.81,2020,Spring,"James, C"
46146,799,389,2.52,2020,Spring,"Hug, B"
43425,799,115,2.9,2020,Spring,"Mann, J"
31868,800,49,3.71,2020,Spring,"Hendrickson, B"
49891,800,301,2.19,2020,Spring,"Willis, A"
31896,800,307,3.68,2020,Spring,"Gutierrez, R"
31869,800,443,3.63,2020,Spring,"Gutzmer, C"
31897,800,278,2.35,2020,Spring,"Dean, S"
31898,800,144,2.99,2020,Spring,"Masters, A"
