970,551,CSE,Finite Element Methods,Same as CEE 570. See CEE 570.
971,100,CW,Intro to Creative Writing,Acquaint students with the technical choices a writer makes in creating a story or a poem. Mondays are given to lectures on specific elements of poetry and fiction. Wednesdays are dedicated to readings by faculty and visiting writers. Fridays allow students the opportunity to work in small group discussion sections applying the week's techniques and skills to a close reading of stories and poems.
972,104,CW,Introductory Narrative Writing,"Practice in the writing of narrative prose, with primary emphasis on short fiction. Prerequisite: Completion of campus Composition I general education requirement."
973,106,CW,Introductory Poetry Writing,"Practice in the writing of poetry; experimentation with a number of fixed forms and free verse, but emphasis mainly on the student's freedom to develop a personal style. Prerequisite: Completion of campus Composition I general education requirement."
974,200,CW,Reading for Writers,"Emphasizes the craft of short stories and poems through the study of formal elements central to the production of creative writing (e.g., plot, character, setting, point of view in short fiction and rhythm, meter, line break, imagery, simile, metaphor, formal patterns in poetry). Prerequisite: CW 104 or CW 106. For majors only."
975,202,CW,Topics in Creative Writing,Independent writing projects and examination of literature as the cultural basis of the student's specialized fields. May be repeated as topics vary.
976,204,CW,Intermediate Narrative Writing,"Practice in the writing of fiction, with emphasis on the short story. Prerequisite: CW 104 or equivalent."
977,206,CW,Intermediate Poetry Writing,"Builds upon the workshop format of CW 106, with an emphasis on prosody and poetic technique. Students will deepen their sense of craft by putting into practice their study and understanding of a variety of poetic forms (e.g., syllabic poetry, dramatic monologue, sonnet, bound/free verse) and technical concerns (e.g., voice, tone, line, line break, image). The workshop component of the course typically includes 8-12 completed poems and their revisions. Prerequisite: CW 106."
978,208,CW,Creative Nonfiction Writing,"Types of nonfiction prose, including the personal essay, memoir, literary journalism, and historical writing. Prerequisite: RHET 233 or CW 243, or equivalent, or consent of instructor."
979,243,CW,Inter Expository Writing,"Practice in expository types, with emphasis on style and critical analysis. Restricted to Creative Writing majors. Credit is not given for CW 243 and either RHET 243 or RHET 233. Prerequisite: Completion of campus Composition I general education requirement."
980,404,CW,Advanced Narrative Writing,"Continued practice in the writing of fiction, with emphasis on the longer story. 3 undergraduate hours. 4 graduate hours. May be repeated for a maximum of 6 undergraduate hours or 8 graduate hours. Prerequisite: CW 204 or equivalent."
981,406,CW,Advanced Poetry Writing,Practice of the writing of poetry aided by intensive study of examples. 3 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 6 undergraduate hours or 8 graduate hours. Prerequisite: CW 206 or equivalent.
982,455,CW,Creative Writing Tutorial,"Personal direction in a writing project: fiction (novel or short stories), poetry or creative nonfiction. Frequency of conference to be determined by the type of project. 3 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 6 undergraduate hours or 8 graduate hours. Prerequisite: CW 208, CW 404 or CW 406, and consent of the Director of Creative Writing."
983,460,CW,Intro to Literary Editing,"Practicum in which students learn all the stages of developing and editing a literary publication. Students will solicit, read, and select poems and stories for an online supplement to the Ninth Letter literary journal. At the end of the semester, the supplement will be published on the Ninth Letter website (www.ninthletter.com). Students will gain experience in professional communications, copyediting, and marketing. 3 undergraduate hours. No graduate credit. May be repeated in separate semesters to a maximum of 6 hours. Prerequisite: CW 104 or CW 106."
984,463,CW,Adv Topics in Creative Writing,"Advanced topics course in Creative Writing. Students study selected topic through a workshop model, pursuing advanced development in one or more approaches to writing in a specialized field or genre. 3 undergraduate hours. 4 graduate hours. May be repeated, if topics vary. Prerequisite: Junior standing required."
985,504,CW,Writing Workshop in Fiction,"Directed individual projects, with group discussion in fiction. May be repeated to a maximum of 16 hours. Prerequisite: Admission to the MFA program, or graduate standing in English with advanced submission of creative work and consent of instructor."
986,506,CW,Writing Workshop in Poetry,"Directed individual projects, with group discussion in poetry. May be repeated to a maximum of 16 hours. Prerequisite: Admission to the MFA program, or graduate standing in English with advanced submission of creative work and  consent of instructor."
987,560,CW,Literary Publishing &amp;Promotion,"A working practicum designed to teach graduate students the basics of literary journal publishing and to introduce them to career and entrepreneurial opportunities in other types of literary arts organizations. Students will attend weekly editorial meetings, complete weekly reading assignments, and will work 2 hours per week in the 'Ninth Letter' office, reading manuscript submissions and completing various clerical tasks for the journal. Approved for both letter and S/U grading. May be repeated to a maximum of 8 hours. Prerequisite: MFA candidate standing."
988,595,CW,Final Project,Guidance in writing final projects. Approved for S/U grading only. May be repeated in separate terms to a maximum of 12 hours. Prerequisite: MFA candidate standing.
989,119,CWL,Literature of Fantasy,Same as ENGL 119. See ENGL 119.
990,122,CWL,Russia and Black America,Same as RUSS 122. See RUSS 122.
991,190,CWL,Lit of Asia &amp; Africa II,"Comparative study of major works from Africa, the Middle East, South and East Asia, from the early modern to the contemporary period, emphasizing literary, cultural, philosophical, and religious traditions and cross-cultural contact. Topics studied may include Hinduism, Buddhism, Confucianism, Daoism, Islam, colonialism and globalization. All readings in English."
992,191,CWL,Freshman Honors Tutorial,Study of selected topics on an individually arranged basis. Open only to honors students or to Cohn Scholars and Associates. May be repeated one time. Prerequisite: Consent of departmental honors advisor.
993,202,CWL,Literature and Ideas,"Analysis of several important world-views in Western civilization (such as classical, Romantic, modern, and so forth), studied comparatively and in relation to selected figures in Western literature. Prerequisite: CWL 241 and CWL 242; or one year of college literature; or consent of instructor."
994,207,CWL,Indian Cinema in Context,"Introduction to Indian mainstream (mainly Bollywood) cinema and its evolution through the last seven decades. Topics to be explored include, but not limited to, the relation between Indian society/culture and its cinematic representations, cinema's resistance to dominant nationalist and patriarchal ideologies, its interactions with the postcolonial nation-state of India, how globalization has changed the industry. All films will be screened with subtitles. No knowledge of Hindi or any other Indian language is required. Same as MACS 207."
995,212,CWL,Israeli Cinema and Television,Same as JS 212 and SAME 212. See JS 212.
996,215,CWL,"Madness, Myth, and Murder",Same as SCAN 215. See SCAN 215.
997,216,CWL,Legends of King Arthur,Same as ENGL 216 and MDVL 216. See ENGL 216.
998,230,CWL,Popular Cultures of Contemporary East Asia,Same as EALC 230. See EALC 230.
999,242,CWL,Modern Masterpieces of Western Culture,"Comparative study of major works of literature, philosophy and culture in the Western tradition from the Enlightenment to today, from Descartes and Voltaire to Dickinson and Calvino. Emphasis on the works as representative of their historical and cultural period, as well as how these works create the cultural world we live in today."
1000,250,CWL,Grimms' Fairy Tales - ACP,Same as ENGL 267 and GER 250. See GER 250.
1001,275,CWL,Masterpieces of East Asian Lit,Same as EALC 275. See EALC 275.
1002,413,CWL,Dante,Same as ITAL 413 and MDVL 413. See ITAL 413.
1003,470,CWL,Imagining the Welfare State,Same as EURO 470 and SCAN 470. See SCAN 470.
1004,493,CWL,Senior Thesis and Honors,"Independent research guided by tutor(s), leading to the writing of a comparative thesis. Intended primarily for candidates for honors in comparative literature, but open to other seniors. 3 to 6 undergraduate hours. No graduate credit. May be repeated to a maximum of 12 hours."
1005,496,CWL,Special Topics in Comp Lit II,Selected literary topics of international significance in relation to other cultural expressions. 3 undergraduate hours. 3 or 4 graduate hours. May be repeated to a maximum of 9 undergraduate or 12 graduate hours. Prerequisite: Consent of instructor.
1006,502,CWL,Methods of Comparative Lit,"Problems and methods of cross-cultural literary studies, concentrating on the effects of historical encounters between different civilizations and on theoretical issues in comparing literatures across cultures. Prerequisite: Knowledge of two languages other than English or (with instructor's consent) advanced knowledge of one foreign language."
1007,504,CWL,Theories of Cinema,Same as ENGL 504 and MACS 504. See MACS 504.
1008,581,CWL,Seminar Lit Themes,"Study of a theme or type (the Faust myth, the romantic hero, etc.) to discover its essential components in all the literatures studied and the significance of national variations. The subject of the seminar varies each term. May be repeated to a maximum of 12 hours if topics vary."
1009,593,CWL,Special Studies,
1010,102,CZCH,Elementary Czech II,Continuation of CZCH 101. Prerequisite: CZCH 101.
1011,484,CZCH,Readings in Czech,Reading and analysis of selected texts. 3 undergraduate hours. 4 graduate hours. Prerequisite: CZCH 202 or consent of instructor.
1012,100,DANC,Intro to Contemporary Dance,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors."
1013,101,DANC,Modern Dance I,"Introduction to basic dance technique and movement improvisation; the study of motion as an art, group relationships in improvisation, and discussion of choreographic ideas. For non-dance majors. May be repeated to a maximum of 8 hours."
1014,102,DANC,Modern Dance II,Intermediate dance technique and improvisation. For non-dance majors. May be repeated to a maximum of 8 hours. Prerequisite: DANC 101 or consent of instructor.
1015,103,DANC,Contact Improvisation,"Introduction to basic elements of Contact Improvisation through learning skills such as weight sharing, falling, rolling, responding to touch, momentum, gravity and disorientations. Course work will include dancing, dance making, viewing dance, in-class discussions and short writing assignments. Concert attendance is required. May be repeated to a maximum of 8 hours. Prerequisite: For Non-dance majors."
1016,104,DANC,Making Dances,"Introduction to basic choreographic elements. Course work will include dancing, dance making, viewing dance, in-class discussions and short writing assignments. Concert attendance is required. May be repeated to a maximum of 8 hours. Prerequisite: For non-dance majors."
1017,105,DANC,Jazz Dance I,Introduction to basic dance technique and stylistic work in the jazz idiom. May be repeated to a maximum of 8 hours. Prerequisite: For non-dance majors.
1018,106,DANC,Jazz Dance II,Progressive development of the concepts and skills in DANC 105. May be repeated to a maximum of 8 hours. Prerequisite: DANC 105 or equivalent; or consent of instructor. For non-dance majors.
1019,107,DANC,Ballet I,Introduction to ballet for nondance majors. May be repeated to a maximum of 8 hours. Prerequisite: For non-dance majors.
1020,108,DANC,Ballet II,Progressive development of the concepts and skills in DANC 107; for the non-dance major. May be repeated to a maximum of 8 hours. Prerequisite: Two semesters of DANC 107 or equivalent or consent of instructor. For non-dance majors.
1021,109,DANC,Ballet III,Intermediate level of Ballet technique for non-dance majors. Course is a continuation and development of the skills in DANC 108. May be repeated to a maximum of 8 hours. Prerequisite: Two semesters of DANC 108 or equivalent or consent of instructor. For non-dance majors.
1022,112,DANC,Hip Hop,"Hip-Hop dance technique will consist of the study and practice of Urban dance forms grounded in hip-hop culture. Students will explore the multiple dimensions of hip-hop dance as they train in the fundamentals of each form, learn its respective historical context, and access ways of incorporating individual ideas and lived experiences into their dancing. May be repeated in separate terms up to 8 hours."
1023,120,DANC,Tap Dance I,Introduction to basic tap technique for non-dance majors. Emphasis is on a conceptual understanding of tap style and the development of the specific skills needed for performance. May be repeated to a maximum of 8 hours. Prerequisite: For non-dance majors.
1024,131,DANC,Production Practicum I,Practical experience in the production of dance concerts mounted in the Krannert Center for the Performing Arts. May be repeated to a maximum of 6 hours. (1 hour credit per concert up to 2 hours per term).
1025,160,DANC,Beg Contemp Modern Tech Core,Elementary technique for majors with emphasis on a conceptual understanding of movement principles and the development of technical skill and performance sensitivity. May be repeated to a maximum of 18 hours. Prerequisite: Major standing in Dance or consent of instructor.
1026,166,DANC,Beginning Ballet Tech Core,"Elementary ballet for dance majors; emphasizes placement, refinement of adagio, pirouette, jumps, and connecting steps. May be repeated to a maximum of 8 hours. Prerequisite: Major standing in Dance or consent of instructor."
1027,167,DANC,Beginning Ballet Tech Elect,"Elementary ballet for dance majors; emphasizes placement, refinement of adagio, pirouette, jumps, and connecting steps. May be repeated to a maximum of 8 hours. Prerequisite: Major standing in Dance or consent of instructor."
1028,201,DANC,Yoga Practicum,"Introduces basic yoga asanas (postures) and overview of the 8-limb system of yoga. Focus will be on physical understanding, correct alignment and inner awareness in the major basic poses. Weekly home practice, ongoing journal, and a research paper about an area of yoga philosophy are required. May be repeated in separate terms to a maximum of 16 hours. Prerequisite: Not intended for Dance or Dance major(s)."
1029,210,DANC,Int Jazz Technique,Introduction to basic dance techniques and stylistic work in the jazz idiom for experienced dancers. Emphasis on a conceptual understanding of jazz style (as related to America's own cultural diversity) and the development of the specific skills necessary for performance and teaching. May be repeated to a maximum of 2 hours. Prerequisite: Major standing in Dance or consent of instructor.
1030,211,DANC,Int Hip Hop Technique,"Hip-Hop dance technique will consist of the study and practice of Urban dance forms grounded in hip-hop culture. Students will explore the multiple dimensions of hip-hop dance as they train in the fundamentals of each form, learn its respective historical context, and access ways of incorporating individual ideas and lived experiences into their dancing. May be repeated in separate terms for a maximum of 8 hours. Prerequisite: For majors only."
1031,212,DANC,Musical Theater Dance,Introduction to basic dance techniques and stylistic work in the Musical Theater idiom for experienced dancers. Emphasis is on a physical and conceptual understanding of a variety of Musical Theater styles as related to America's own cultural diversity and the development of the specific skills necessary for performance and teaching. May be repeated in separate terms to a maximum of 2 hours. Prerequisite: Audition required. Primarily for Dance and Music Majors with a Concentration in Lyric Theater. Students with sufficient skills from other majors may be accepted with approval from instructor.
1032,215,DANC,Int Tap Dance Technique,"Introduction to basic tap technique for experienced dancers. Emphasis on a conceptual understanding of tap style and the development of the specific skills necessary for performance and teaching. May be repeated to a maximum of 2 hours.  Prerequisite: Major standing in Dance, or consent of instructor"
1033,220,DANC,Perf Pract Student Works I,Performance laboratory involving the rehearsal and performance of student works under faculty supervision. Approved for S/U grading only. May be repeated in the same semester for 4 hours to a maximum of 16 hours in separate semesters. Prerequisite: Consent of instructor. A maximum of 16 hours of performance credit may be counted toward degree requirements.
1034,221,DANC,Performance in Grad Thesis I,"Performance laboratory involving the rehearsal and performance of student works under faculty supervision performed in MFA Thesis concert. May be repeated to a maximum of 16 hours, in separate terms. Prerequisite: Consent of instructor. A maximum of 16 hours of performance credit may be counted toward degree requirements."
1035,223,DANC,Perf Pract February I,Performance laboratory involving the rehearsal and performance of works by faculty and visiting artists performed in February Dance. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor. A maximum of 16 hours of performance credit may be counted toward degree requirements.
1036,231,DANC,Production Practicum II,Practical experience in the production of dance concerts mounted in the Krannert Center for the Performing Arts. May be repeated to a maximum of 6 hours. (1 hour credit per concert up to 2 hours per term).
1037,245,DANC,Introduction to Somatics,"Introduction to the basic concepts and principles of somatic practices, or body-mind disciplines, as related to dance. Through reading, writing, and experiential work, students will learn basic tenets of a number of somatic practices such as Ideokinesis and Imagery, Body-Mind Centering, The Alexander Technique, Bartenieff Fundamentals, and the Feldenkrais Method. Exploration of the ways in which somatics has helped to shape current dance training practices by looking at common themes and distinguishing features of these modalities."
1038,259,DANC,Contact Improv for Act/Mus/Dan,"In this interdisciplinary course, performing arts students learn physical skills necessary for the practice of the contact improvisation (CI) partnering dance form as well as improvisational and performance skills. Encourages contemplation of the broader philosophical implications inherent in the form: community building and accepting difference. Content includes visits to lectures and events outside the Dance Department.  May be repeated in separate terms to a maximum of 4 hours."
1039,260,DANC,Int Contemp Modern Tech Core,"Progressive development of the concepts in DANC 160 and DANC 161, with emphasis on the qualitative and definitive performance of a variety of technical styles. May be repeated to a maximum of 18 hours. Prerequisite: Major standing in Dance and successful completion of two semesters of DANC 160; or consent of instructor."
1040,266,DANC,Intermediate Ballet Tech Core,"Intermediate ballet for dance majors; a progressive development of movement concepts and vocabulary in DANC 166 and DANC 167, with emphasis on technical development and extended movement combinations. May be repeated to a maximum of 8 hours. Prerequisite: Major standing in Dance and successful completion of two semesters of DANC 166 or DANC 167; or consent of instructor."
1041,267,DANC,Intermediate Ballet Tech Elect,"Intermediate ballet for dance majors; a progressive development of movement concepts and vocabulary in DANC 166 and DANC 167, with emphasis on technical development and extended movement combinations. May be repeated to a maximum of 8 hours. Prerequisite: Major standing in Dance and successful completion of two semesters of DANC 166 or DANC 167; or consent of instructor."
1042,268,DANC,Music Theory for Dancers,"Introduction to basic music theory with a concentration on rhythm. The first half of the term will concentrate on 1) learning, understanding, and being conversant in basic music parameters; 2) analytical listening; 3) notation; 4) transcripts; 5) reading notation/following a score; 6) performance of simple rhythm patterns. The second half will deal with form and formal analysis as it relates to choreography, as well as more advanced parameters of music theory. Prerequisite: Major standing in Dance or consent of instructor."
1043,301,DANC,Yoga Fundamentals,"Introduces basic yoga asanas (postures) and brief overview of the 8-limb system of yoga. Focus will be on understanding correct alignment and developing inner awareness. Weekly home practice, journal, and discussions about yoga philosophy are required. May be repeated in separate terms to a maximum of 8 hours. Prerequisite: Restricted to Dance or Dance major(s)."
1044,330,DANC,Dance Documentation,"This is a hands-on course for students interested in exploring the relationship between dance and camera and the fundamentals of dance documentation. Using critical and experiential approach, we will explore the technical and artistic capabilities of mini-DV cameras and film-editing software to create dance performance documentation. Students will learn to execute clear and effective camerawork in relationship to dance performance, and to utilize editing software to most clearly display the artistic intent of the choreographers and directors. May be repeated up to 8 hours in separate terms. Prerequisite: For majors only, or by instructor approval."
1045,331,DANC,Production Practicum III,"Practical experience in all aspects of the production of dance concerts mounted in the Krannert Center for the Performing Arts and within the Department of Dance. May be repeated to a maximum of 6 hours. (1 hour credit per concert up to 2 hours per term). Prerequisite: DANC 131, DANC 231 or equivalent, and consent of instructor."
1046,360,DANC,Int/Adv Contemp Mod Tech Core,"Progressive development of the concepts in DANC 260 and DANC 261, with emphasis on virtuosity and versatility. May be repeated to a maximum of 18 hours. Prerequisite: Major standing in Dance or consent of instructor; departmental placement."
1047,363,DANC,Advanced Improvisation,"Exploration of the physical skills and philosophical concepts at the base of improvisation practice. Students will develop individual and collective approaches to improvisatory structures, systems and performance contexts as well as look at the historical ways that improvisation has been used in contemporary performance. The course will culminate in performance in various public and private contexts. May be repeated in separate terms to a maximum of 4 credit hours."
1048,366,DANC,Int/Adv Ballet Tech Core,Intermediate/Advanced ballet for dance majors; a progressive development of movement concepts and vocabulary in DANC 266 and DANC 267. For dancers of advanced technical level with the ability to execute the ballet vocabulary. May be repeated to a maximum of 8 hours. Prerequisite: Major standing in dance or consent of instructor; or Departmental placement.
1049,367,DANC,Int/Adv Ballet Tech Elect,Intermediate/Advanced ballet for dance majors; a progressive development of movement concepts and vocabulary in DANC 266 and DANC 267. For dancers of advanced technical level with the ability to execute the ballet vocabulary. May be repeated to a maximum of 8 hours. Prerequisite: Major standing in dance or consent of instructor; or Departmental placement.
1050,375,DANC,Production in Dance,"Examines the theoretical and practical aspects of dance production. Includes lighting, costumes, scenery, props, audio, make-up, and management. Commitment outside of scheduled class includes participation in the production of the annual Senior Concert."
1051,400,DANC,Viewing Dance,"Overview of contemporary dance from the United States, Canada, and Europe focusing on the current works of significant emerging and established choreographers working in the field today. 1 undergraduate hour. 1 graduate hour. Approved for S/U grading only. May be repeated to a maximum of 4 hours."
1052,402,DANC,Alexander Technique Practicum,"Facilitates conscious and reasoned control of the human organism as a psychophysical whole. Helps students recognize habits that constitute their daily activities and discard, through conscious control, those that impede open-minded enquiry and self-reliance. Through one-on-one work with certified teachers and trainees, students will learn to change habitual patterns of coordination. 1 undergraduate hour. 3 graduate hours. May be repeated in separate terms to a maximum of 8 undergraduate hours or 6 graduate hours."
1053,410,DANC,Advanced Jazz Technique,"Continuation of DANC 110, emphasizing the conceptual understanding of the jazz style and development of specific skills necessary for this idiom. No undergraduate credit. 1 graduate hour. May be repeated to a maximum of 4 hours. Prerequisite: Major standing in Dance or DANC 110 or equivalent and consent of instructor."
1054,411,DANC,Adv Hip Hop Technique,"Advanced Level Hip Hop Class. Hip-Hop dance technique will consist of the study and practice of Urban dance forms grounded in hip-hop culture. Students will explore the multiple dimensions of hip-hop dance as they train in the fundamentals of each form, learn its respective historical context, and access ways of incorporating individual ideas and lived experiences into their dancing. No undergraduate credit. 1 graduate credit. May be repeated in separate terms up to 8 hours. Prerequisite: For majors only."
1055,420,DANC,Perf Pract Student Works II,Performance laboratory involving the rehearsal and performance of student works under faculty supervision. 0.5 to 2 undergraduate hours. 0.5 to 2 graduate hours. Approved for S/U grading only. May be repeated to a maximum of 16 hours in separate terms.
1056,421,DANC,Performance in Grad Thesis II,Performance laboratory involving the rehearsal and performance of student works under faculty supervision performed in MFA Thesis concert. 0.5 to 3 undergraduate hours. 0.5 to 3 graduate hours. May be repeated.
1057,423,DANC,Perf Pract February II,Performance laboratory involving the rehearsal and performance of works by faculty and visiting artists performed in February Dance. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.
1058,424,DANC,Collaborative Performance,"COLAB is an interdisciplinary class fusing improvisation, composition and collaborative projects for students in the departments of Music, Dance and Engineering. The class will be run along the lines of a professional performance company. Work in class will include sharing and adapting the principles and elements from each of these disciplines with a focus on producing material that will be presented in numerous public performances throughout the semester. 1 undergraduate hour. 2 graduate hours. May be repeated to a maximum of 3 undergraduate hours or 6 graduate hours in separate terms. Prerequisite: DANC 162 or DANC 259 or consent of instructor."
1059,425,DANC,Dance Internship,Supervised field experience in community and/or professional organizations in a variety of danced-related areas. Provides students with work experience and exposure to professional situations. Written and/or video documentation and department presentation of internship activities required. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for S/U grading only. May be repeated to a maximum of 6 hours. Prerequisite: Major standing in Dance and consent of instructor.
1060,431,DANC,Production Practicum IV,"Practical experience in all aspects of the production of dance concerts mounted in the Krannert Center for the Performing Arts and within the Department of Dance. 1 or 2 undergraduate hours. 1 or 2 graduate hours. May be repeated to a maximum of 6 hours. (1 hour credit per concert up to 2 hours per term). Prerequisite: DANC 131 or DANC 231, or equivalent and consent of instructor."
1061,441,DANC,Dance History Seminar,"Survey of critical approaches in dance studies including feminist theory, poststructural, and postcolonial theory, historiography, and ethnographic research methods. Course topics will cover a variety of theatrical, popular, and social dance practices. 3 undergraduate hours. 3 graduate hours. May be repeated to a maximum of 6 undergraduate hours and 9 graduate hours. Prerequisite: DANC 240 or consent of instructor."
1062,450,DANC,Teaching Workshop,"Methods and approaches to the teaching of dance technique in the modern, ballet, and jazz idioms. 3 undergraduate hours. 3 graduate hours. Prerequisite: Junior standing in Dance or consent of the instructor."
1063,451,DANC,Ind Study and Special Topics,Special projects in research or creative investigation taught on an individual or class basis. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated to a maximum of 8 hours. Prerequisite: Junior standing in Dance and consent of instructor.
1064,455,DANC,Supervised Teaching,Practical teaching experience under the supervision of a faculty member; weekly conference devoted to evaluation and planning. Teaching areas include major and non-major university courses and classes for community adults and children. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated to a maximum of 8 hours with approval.
1065,459,DANC,Contact Improv Act/Mus/Dan II,An interdisciplinary course in which performing arts students learn physical skills necessary for the practice of the contact improvisation (CI) partnering dance form as well as improvisational and performance skills. Encourages contemplation of the broader philosophical implications inherent in the form: community building and accepting difference. Content includes visits to lectures and events outside the dance department. 1 or 2 undergraduate hours. 1 or 2 graduate hours. May be repeated in separate terms to a maximum of 4 undergraduate hours or 6 graduate hours if topics vary.
1066,460,DANC,Adv Contemp Modern Tech Core,Modern technique for advanced graduate students. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated to a maximum of 16 hours. Prerequisite: Major standing in dance or consent of instructor; or departmental placement.
1067,463,DANC,Advanced Improvisation II,"Exploration of the physical skills and philosophical concepts at the base of improvisation practice. Students will develop individual and collective approaches to improvisatory structures, systems and performance contexts as well as look at the historical ways that improvisation has been used in contemporary performance. The course will culminate in performance in various public and private contexts. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms to a maximum of 4 credit hours. Prerequisite: Major standing in Dance or consent of instructor."
1068,465,DANC,Screendance,"Provides a comprehensive approach, from camera use to editing techniques, leading to a practical ability to develop and produce video projects on a basic level. Course focuses on developing choreographic projects designed specifically for the video/film format. 3 undergraduate hours. 3 graduate hours. Prerequisite: DANC 330. Non-dance majors admitted by audition on a space-available basis."
1069,466,DANC,Advanced Ballet Tech Core,Ballet for advanced students. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated to a maximum of 16 hours. Prerequisite: Major standing in dance or consent of instructor or departmental placement.
1070,467,DANC,Advanced Ballet Tech Elect,Ballet for advanced students. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated to a maximum of 16 hours. Prerequisite: Major standing in dance or consent of instructor or departmental placement.
1071,497,DANC,BA Capstone Project,"The BA Capstone Project is a synthesis of dance studies with the student's selected focused area of study (focused electives, dual major, or minor), which results in a culminating presentation, performance, and/or written project. 1 to 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 3 hours in separate semesters. Prerequisite: BA in Dance majors only, senior standing required."
1072,498,DANC,Senior Thesis Production,"The planning, design, and production of the Senior Capstone Project (DANC 499) for public performance. Students will work as a team to plan the Senior Concerts including designing and producing promotional materials and managing technical rehearsals and performances.  1 or 2 undergraduate hours. No graduate credit. May be repeated in separate terms. Prerequisites: DANC 375. Concurrent enrollment in DANC 499 is required."
1073,499,DANC,Senior Thesis Project,The creation of a culminating choreographic/performance project. 1 to 2 undergraduate hours. No graduate credit. Approved for S/U grading only. May be repeated to a maximum of 2 hours. Prerequisite: DANC 362 and senior standing in Dance. Concurrent enrollment in DANC 498 is required.
1074,520,DANC,Synthesis Laboratory,"Required laboratory course focused on the practice of synthesizing expertise in choreography, physical practice, teaching, written and oral communication, and creative career planning. Critical theory and inquiry will be intertwined with rigorous examination of performance and construction of dance-making. Issues of sustaining practice, testing and conveying one's mission and vision, and elaborating on one's individual research in relationship to the field will be emphasized. May be repeated up to 8 hours in separate terms. Spring and Fall terms, even years. Prerequisite: Graduate standing in Dance required."
1075,531,DANC,MFA Prof Practice Seminar,"A course examining current field practices and trends including curatorial practices, and interdisciplinary practices. Includes preparation of practical materials for career presentation and examination of resources. Approved for S/U grading only. May be repeated to a maximum of 3 hours. Prerequisite: Graduate standing in dance."
1076,550,DANC,Advanced Research in Dance,"Advanced Independent Research in an opportunity for exceptional returning level professional MFA candidates in Dance to design and implement an in-depth examination of a creative, historical, contemporary, philosophical, technological, or educational facet of dance under the guidance of a faculty advisor. May be repeated for a maximum of 12 graduate hours. Prerequisite: Consent of instructor, advisor, and graduate program director."
1077,560,DANC,Advanced Physical Practice,"MFA candidates are required to maintain a demonstrated level of technical proficiency through a consistent graduate level physical practice. The physical practice of each candidate is determined through advisement and may include ballet technique, modern technique, Alexander Technique, yoga, or additional somatic practices offered in the department. Approved for S/U grading only. May be repeated to a maximum of 24 hours. Prerequisite: MFA candidate in dance."
1078,598,DANC,Creative Thesis Project,"The design, implementation, and completion of a culminating creative project in choreography and/or performance.  Approved for S/U grading only. May be repeated to a maximum of 8 hours. Prerequisite: 28 hours of graduate work in dance, including 4 hours in choreography."
1079,120,EALC,East Asian Civilizations,Same as HIST 120. See HIST 120.
1080,132,EALC,Zen,Same as REL 132. See REL 132.
1081,220,EALC,Traditional China,Same as HIST 220. See HIST 220.
1082,227,EALC,Modern Japanese History,Same as HIST 227. See HIST 227.
1083,250,EALC,Intro to Japanese Culture,"Topical introduction to Japanese cultural and aesthetic life with attention to cultural and aesthetic patterns as they are reflected in literature, language, and the arts."
1084,287,EALC,Introduction to Buddhism,Same as REL 287. See REL 287.
1085,343,EALC,Gov &amp; Pol of China,Same as PS 343. See PS 343.
1086,361,EALC,Women in East Asia,"Interdisciplinary inquiry into the cultural and social patterns that have shaped women's lives in China, Japan, and Korea. Same as GWS 361."
1087,398,EALC,Colloquium in EALC,See online schedule for current topics. May be repeated in the same or separate terms to a maximum of 12 hours if topics vary. Prerequisite: Junior standing.
1088,430,EALC,Intro to East Asian Ling,Same as LING 430. See LING 430.
1089,466,EALC,Japanese Cinema,Same as CWL 467 and MACS 466. See MACS 466.
1090,488,EALC,History of Chinese Buddhism,Survey of the history of Chinese Buddhism since its introduction; analysis of Buddhological trends and styles; and the sociocultural milieu of Chinese Buddhism and its place in the total history of ideas and lifestyles. Same as REL 488. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: REL 287 or consent of instructor.
1091,550,EALC,Seminar in EALC,Seminar on selected topics. Topic varies with instructor. May be repeated to a maximum of 12 hours. Prerequisite: Consent of instructor.
1092,588,EALC,Sem Second Lang Learn,"Same as FR 588, GER 588, ITAL 588, LING 588, PORT 588, and SPAN 588. See SPAN 588."
